adult,backdrop_path,budget,genres,homepage,id,imdb_id,original_language,original_title,overview,popularity,poster_path,production_countries,release_date,revenue,runtime,spoken_languages,status,tagline,title,video,vote_average,vote_count,production_companies_name,production_companies_country
False,/yzqaKAhglTrkeOfuIXYYArf0WnA.jpg,94000000,"['Animation', 'Family']",http://movies.disney.com/finding-nemo,12,tt0266543,en,Finding Nemo,"Nemo, an adventurous young clownfish, is unexpectedly taken from his Great Barrier Reef home to a dentist's office aquarium. It's up to his worrisome father Marlin and a friendly but forgetful fish Dory to bring Nemo home -- meeting vegetarian sharks, surfer dude turtles, hypnotic jellyfish, hungry seagulls, and more along the way.",68.898,/5lc6nQc0VhWFYFbNv016xze8Jvy.jpg,['US'],2003-05-30,940335536,100,['en'],Released,There are 3.7 trillion fish in the ocean. They're looking for one.,Finding Nemo,False,7.823,17625,['Pixar'],['US']
False,/3h1JZGDhZ8nzxdgvkxha0qBqi05.jpg,55000000,"['Comedy', 'Drama', 'Romance']",https://www.paramountmovies.com/movies/forrest-gump,13,tt0109830,en,Forrest Gump,"A man with a low IQ has accomplished great things in his life and been present during significant historic events—in each case, far exceeding what anyone imagined he could do. But despite all he has achieved, his one true love eludes him.",52.321,/arw2vcBveWOVZr6pxd9XTd1TdQa.jpg,['US'],1994-06-23,677387716,142,['en'],Released,The world will never be the same once you've seen it through the eyes of Forrest Gump.,Forrest Gump,False,8.481,24593,"['Paramount', 'The Steve Tisch Company', 'Wendy Finerman Productions']","['US', '', '']"
False,/DztBnZaqmla2sGUW9s8AyOmskT.jpg,15000000,['Drama'],,14,tt0169547,en,American Beauty,"Lester Burnham, a depressed suburban father in a mid-life crisis, decides to turn his hectic life around after developing an infatuation with his daughter's attractive friend.",26.384,/wby9315QzVKdW9BonAefg8jGTTb.jpg,['US'],1999-09-15,356296601,122,['en'],Released,Look closer.,American Beauty,False,8.027,10961,"['Jinks/Cohen Company', 'DreamWorks Pictures']","['', 'US']"
False,/ruF3Lmd4A8MHbnEBE6lxPMbsHGL.jpg,839727,"['Mystery', 'Drama']",,15,tt0033467,en,Citizen Kane,"Newspaper magnate, Charles Foster Kane is taken from his mother as a boy and made the ward of a rich industrialist. As a result, every well-meaning, tyrannical or self-destructive move he makes for the rest of his life appears in some way to be a reaction to that deeply wounding event.",19.435,/sav0jxhqiH0bPr2vZFU0Kjt2nZL.jpg,['US'],1941-04-17,23218000,119,['en'],Released,It's terrific!,Citizen Kane,False,8.021,4847,"['Mercury Productions', 'RKO Radio Pictures']","['', 'US']"
False,/ikR2qy9xJCHX7M8i5rcvuNfdYXs.jpg,12800000,"['Drama', 'Crime']",,16,tt0168629,en,Dancer in the Dark,"Selma, a Czech immigrant on the verge of blindness, struggles to make ends meet for herself and her son, who has inherited the same genetic disorder and will suffer the same fate without an expensive operation. When life gets too difficult, Selma learns to cope through her love of musicals, escaping life's troubles - even if just for a moment - by dreaming up little numbers to the rhythmic beats of her surroundings.",13.781,/8Wdd3fQfbbQeoSfWpHrDfaFNhBU.jpg,"['AR', 'DK', 'FI', 'FR', 'DE', 'IS', 'IT', 'NL', 'NO', 'SE', 'GB', 'US']",2000-06-30,40031879,141,['en'],Released,You don't need eyes to see.,Dancer in the Dark,False,7.881,1555,"['Lantia Cinema & Audiovisivi', 'Fine Line Features', 'Zentropa Entertainments', 'DR', 'SVT Drama', 'ARTE', 'Memfis Film', 'France 3 Cinéma', 'Angel films', 'YLE', 'Blind Spot Pictures', 'VPRO', 'Liberator Productions', 'Íslenska kvikmyndasamsteypan', 'Pain Unlimited GmbH Filmproduktion', 'Trust Film Svenska', 'Cinematograph A/S', 'What Else? B.V', 'Filmek A/S', 'Film4 Productions', 'Canal+', 'ARTE France Cinéma', 'Film i Väst', 'TV 1000 Sverige', 'WDR', 'Constantin Film']","['', '', 'DK', 'DK', 'SE', 'FR', 'SE', 'FR', '', 'FI', 'FI', 'NL', 'FR', 'IS', '', '', '', '', '', 'GB', 'FR', 'FR', 'SE', 'SE', 'DE', 'DE']"
False,/dhr0q4eiRr8ltqPig32TwhPRdaD.jpg,0,"['Horror', 'Thriller', 'Mystery']",http://www.whatisannwyn.co.uk/,17,tt0411267,en,The Dark,"In an attempt to pull her family together, Adèlle travels with her young daughter Sarah to Wales to visit her father. The morning after they arrive, Sarah mysteriously vanishes in the ocean. Not long after, a little girl bearing a striking resemblance to their missing daughter reveals that she has retuned from the dead  — and that Sarah has been taken to the Welsh underworld.",7.178,/wZeBHVnCvaS2bwkb8jFQ0PwZwXq.jpg,"['DE', 'GB']",2005-09-28,6593579,87,"['en', 'cy']",Released,One of the living for one of the dead.,The Dark,False,5.815,232,"['Constantin Film', 'Impact Pictures', 'Isle of Man Film', 'UK Film Council']","['DE', 'GB', 'GB', 'GB']"
False,/dwN0kPGrLbFRxyL3F3J3t4ShQx.jpg,90000000,"['Adventure', 'Fantasy', 'Action', 'Thriller', 'Science Fiction']",,18,tt0119116,en,The Fifth Element,"In 2257, a taxi driver is unintentionally given the task of saving a young girl who is part of the key that will ensure the survival of humanity.",46.823,/fPtlCO1yQtnoLHOwKtWz7db6RGU.jpg,"['FR', 'GB']",1997-05-02,263920180,126,"['en', 'sv', 'de']",Released,There is no future without it.,The Fifth Element,False,7.524,9656,"['Gaumont', 'Buena Vista International', 'Columbia Pictures']","['FR', 'US', 'US']"
False,/eeMoFKxjjiCi6iep2GEZtSAMYIr.jpg,1300000,"['Drama', 'Science Fiction']",,19,tt0017136,de,Metropolis,"In a futuristic city sharply divided between the rich and the poor, the son of the city's mastermind meets a prophet who predicts the coming of a savior to mediate their differences.",17.496,/pxbGZewX327IbTvrCVRJgcLJTSQ.jpg,['DE'],1927-02-06,650422,149,['xx'],Released,There can be no understanding between the hands and the brain unless the heart acts as mediator.,Metropolis,False,8.154,2312,['UFA'],['DE']
False,/kZyurQjTMLHalUxs7sHgH5XeiwO.jpg,2500000,"['Drama', 'Romance']",http://www.clubcultura.com/clubcine/clubcineastas/isabelcoixet/mividasinmi/index.htm,20,tt0314412,en,My Life Without Me,A fatally ill mother with only two months to live creates a list of things she wants to do before she dies without telling her family of her illness.,11.068,/sFSkn5rrQqXJkRNa2rMWqzmEuhR.jpg,"['CA', 'ES']",2003-03-07,12300000,106,['en'],Released,,My Life Without Me,False,5.88,403,"['El Deseo', 'Milestone Productions']","['ES', '']"
False,/uNRfK14Ga8Hwfqt07vo8nvWQN1i.jpg,0,['Documentary'],,21,tt0060371,en,The Endless Summer,"Bruce Brown's The Endless Summer is one of the first and most influential surf movies of all time. The film documents American surfers Mike Hynson and Robert August as they travel the world during California’s winter (which, back in 1965 was off-season for surfing) in search of the perfect wave and ultimately, an endless summer.",7.696,/5W5uaqQ7NZTwoDMKO4AtdcahHex.jpg,['US'],1966-06-15,0,91,['en'],Released,The Search for the Perfect Wave!,The Endless Summer,False,7.379,91,['Bruce Brown Films'],['']
False,/uRNgkJSkNBFbbn9fPsEjDIy8Sh3.jpg,140000000,"['Adventure', 'Fantasy', 'Action']",https://movies.disney.com/pirates-of-the-caribbean-the-curse-of-the-black-pearl,22,tt0325980,en,Pirates of the Caribbean: The Curse of the Black Pearl,"Jack Sparrow, a freewheeling 18th-century pirate, quarrels with a rival pirate bent on pillaging Port Royal. When the governor's daughter is kidnapped, Sparrow decides to help the girl's love save her.",88.516,/z8onk7LV9Mmw6zKz4hT6pzzvmvl.jpg,['US'],2003-07-09,655011224,143,['en'],Released,Prepare to be blown out of the water.,Pirates of the Caribbean: The Curse of the Black Pearl,False,7.8,18710,"['Walt Disney Pictures', 'Jerry Bruckheimer Films']","['US', 'US']"
False,/lVy5Zqcty2NfemqKYbVJfdg44rK.jpg,30000000,"['Action', 'Crime']",http://www.miramax.com/movie/kill-bill-volume-1,24,tt0266697,en,Kill Bill: Vol. 1,"An assassin is shot by her ruthless employer, Bill, and other members of their assassination circle – but she lives to plot her vengeance.",31.556,/v7TaX8kXMXs5yFFGR41guUDNcnB.jpg,['US'],2003-10-10,180906076,111,"['en', 'ja', 'fr']",Released,A roaring rampage of revenge.,Kill Bill: Vol. 1,False,7.97,15748,"['Miramax', 'A Band Apart', 'Super Cool ManChu']","['US', 'US', '']"
False,/bQ8fRUaitJvi54O2lUT6Ta7FVHK.jpg,72000000,"['Drama', 'War']",,25,tt0418763,en,Jarhead,"Jarhead is a film about a US Marine Anthony Swofford’s experience in the Gulf War. After putting up with an arduous boot camp, Swofford and his unit are sent to the Persian Gulf where they are eager to fight, but are forced to stay back from the action. Swofford struggles with the possibility of his girlfriend cheating on him, and as his mental state deteriorates, his desire to kill increases.",35.926,/55WJCdayHwoXJwRv3prpqscHt2q.jpg,"['GB', 'US']",2005-11-04,97076152,123,"['en', 'es', 'ar', 'la']",Released,Welcome to the suck.,Jarhead,False,6.606,2523,"['Red Wagon Entertainment', 'Neal Street Productions']","['US', 'GB']"
False,/z5YFbE9VVHwDXbXbqZdoO6THqPs.jpg,1400000,['Drama'],http://www.walkonwatermovie.com,26,tt0352994,he,LaLehet Al HaMayim,"Eyal, an Israeli Mossad agent, is given the mission to track down and kill the very old Alfred Himmelman, an ex-Nazi officer, who might still be alive. Pretending to be a tourist guide, he befriends his grandson Axel, in Israel to visit his sister Pia. The two men set out on a tour of the country, during which Axel challenges Eyal's values.",5.111,/mVWFN3RaBFLuJRtRLPebatX9qPq.jpg,"['IL', 'SE']",2004-02-05,444,103,"['de', 'ar', 'en', 'it', 'tr', 'he']",Released,He was trained to hate until he met the enemy.,Walk on Water,False,6.9,74,"['Lama Films', 'United King Films']","['PS', 'IL']"
False,/qU7tNIMpRqkizIObXfkJY3haTqh.jpg,1000000,"['Drama', 'Music', 'Romance']",,27,tt0411705,en,9 Songs,"Matt, a young glaciologist, soars across the vast, silent, icebound immensities of the South Pole as he recalls his love affair with Lisa. They meet at a mobbed rock concert in a vast music hall - London's Brixton Academy. They are in bed at night's end. Together, over a period of several months, they pursue a mutual sexual passion whose inevitable stages unfold in counterpoint to nine live-concert songs.",25.078,/91O7z0vo7MiNWd5xD2BoivwbQsb.jpg,['GB'],2004-07-16,1574623,69,['en'],Released,"2 lovers, one summer, and the 9 songs that defined them.",9 Songs,False,5.709,440,['Revolution Films'],['GB']
False,/9Qs9oyn4iE8QtQjGZ0Hp2WyYNXT.jpg,31500000,"['Drama', 'War']",http://www.apocalypsenow.com,28,tt0078788,en,Apocalypse Now,"At the height of the Vietnam war, Captain Benjamin Willard is sent on a dangerous mission that, officially, ""does not exist, nor will it ever exist."" His goal is to locate - and eliminate - a mysterious Green Beret Colonel named Walter Kurtz, who has been leading his personal army on illegal guerrilla missions into enemy territory.",31.785,/gQB8Y5RCMkv2zwzFHbUJX3kAhvA.jpg,['US'],1979-08-15,150000000,147,"['km', 'en', 'fr', 'vi']",Released,This is the end...,Apocalypse Now,False,8.281,7199,"['United Artists', 'American Zoetrope']","['US', 'US']"
False,/tZ4SrBztjURQhR0VAmxDE4T7Vto.jpg,14400000,['Western'],,33,tt0105695,en,Unforgiven,"William Munny is a retired, once-ruthless killer turned gentle widower and hog farmer. To help support his two motherless children, he accepts one last bounty-hunter mission to find the men who brutalized a prostitute. Joined by his former partner and a cocky greenhorn, he takes on a corrupt sheriff.",23.539,/yKyLJmRAtyXEEYKOvPhKHXIcPq9.jpg,['US'],1992-08-07,159157447,130,['en'],Released,Some legends will never be forgotten. Some wrongs can never be forgiven.,Unforgiven,False,7.923,3798,"['Warner Bros. Pictures', 'Malpaso Productions']","['US', 'US']"
False,/yajM2akz8QKOx0RdvN6OYaxe3GN.jpg,75000000,"['Animation', 'Comedy', 'Family']",http://www.simpsonsmovie.com/,35,tt0462538,en,The Simpsons Movie,"After Homer accidentally pollutes the town's water supply, Springfield is encased in a gigantic dome by the EPA and the Simpsons are declared fugitives.",62.957,/s3b8TZWwmkYc2KoJ5zk77qB6PzY.jpg,['US'],2007-07-25,527068851,87,['en'],Released,See our family. And feel better about yours.,The Simpsons Movie,False,6.991,7230,"['Gracie Films', 'Film Roman', '20th Century Fox Animation', 'The Curiosity Company', '20th Century Fox']","['US', 'US', 'US', 'US', 'US']"
False,/8AE7M2lMsyvowfT36porzGtmOtI.jpg,20000000,"['Science Fiction', 'Drama', 'Romance']",http://www.eternalsunshine.com,38,tt0338013,en,Eternal Sunshine of the Spotless Mind,"Joel Barish, heartbroken that his girlfriend underwent a procedure to erase him from her memory, decides to do the same. However, as he watches his memories of her fade away, he realises that he still loves her, and may be too late to correct his mistake.",38.399,/5MwkWH9tYHv3mV9OdYTMR5qreIz.jpg,['US'],2004-03-19,72258126,108,['en'],Released,You can erase someone from your mind. Getting them out of your heart is another story.,Eternal Sunshine of the Spotless Mind,False,8.101,13321,"['Focus Features', 'Anonymous Content', 'This Is That Productions']","['US', 'US', 'US']"
False,/3YzVtvNERQOIJXnrcWv3xhj5EMT.jpg,2000000,"['Drama', 'Thriller']",,55,tt0245712,es,Amores perros,"A fatalistic car crash in Mexico city sets off a chain of events in the lives of three people: a supermodel, a young man wanting to run off with his sister-in-law, and a homeless man. Their lives are catapulted into unforeseen situations instigated by the seemingly inconsequential destiny of a dog.",20.236,/vV4vlD4ool5JSsS1rB82qjCF6z8.jpg,['MX'],2000-06-16,20908467,154,['es'],Released,Love. Betrayal. Death.,Amores Perros,False,7.623,2244,"['Altavista Films', 'Zeta Film (MX)']","['MX', 'MX']"
False,/vv5a8u6e40kyH0Hp6HuamAgzRai.jpg,200000000,"['Adventure', 'Fantasy', 'Action']",https://movies.disney.com/pirates-of-the-caribbean-dead-mans-chest,58,tt0383574,en,Pirates of the Caribbean: Dead Man's Chest,Captain Jack Sparrow works his way out of a blood debt with the ghostly Davy Jones to avoid eternal damnation.,71.717,/uXEqmloGyP7UXAiphJUu2v2pcuE.jpg,['US'],2006-07-06,1065659812,151,"['en', 'tr', 'el', 'zh']",Released,Captain Jack is back!,Pirates of the Caribbean: Dead Man's Chest,False,7.34,14465,"['Walt Disney Pictures', 'Jerry Bruckheimer Films', 'Second Mate Productions']","['US', 'US', 'US']"
False,/5EEdDTV0IBxJ2J4jDUDvl076v7f.jpg,32000000,"['Drama', 'Thriller', 'Crime']",,59,tt0399146,en,A History of Violence,An average family is thrust into the spotlight after the father commits a seemingly self-defense murder at his diner.,14.801,/A26rcvipOqptVs7i5uRmKicXRxE.jpg,"['CA', 'DE', 'US']",2005-09-23,60740827,96,['en'],Released,Tom Stall had the perfect life … until he became a hero.,A History of Violence,False,7.179,2798,"['New Line Cinema', 'BenderSpink']","['US', '']"
False,/kCEXA22ASuq7Y29jnngyaisyA0X.jpg,12000000,"['Science Fiction', 'Mystery', 'Adventure']",http://2001spaceodysseymovie.com,62,tt0062622,en,2001: A Space Odyssey,"Humanity finds a mysterious object buried beneath the lunar surface and sets off to find its origins with the help of HAL 9000, the world's most advanced super computer.",36.792,/ve72VxNqjGM69Uky4WTo2bK6rfq.jpg,"['GB', 'US']",1968-04-02,71923560,149,"['en', 'ru']",Released,The Ultimate Trip.,2001: A Space Odyssey,False,8.085,10187,"['Stanley Kubrick Productions', 'Metro-Goldwyn-Mayer']","['GB', 'US']"
False,/1IWaKG7AWiYMhADxhGtnElDJAGI.jpg,29000000,"['Science Fiction', 'Thriller', 'Mystery']",,63,tt0114746,en,Twelve Monkeys,"In the year 2035, convict James Cole reluctantly volunteers to be sent back in time to discover the origin of a deadly virus that wiped out nearly all of the earth's population and forced the survivors into underground communities. But when Cole is mistakenly sent to 1990 instead of 1996, he's arrested and locked up in a mental hospital. There he meets psychiatrist Dr. Kathryn Railly, and patient Jeffrey Goines, the son of a famous virus expert, who may hold the key to the mysterious rogue group, the Army of the 12 Monkeys, thought to be responsible for unleashing the killer disease.",29.184,/gt3iyguaCIw8DpQZI1LIN5TohM2.jpg,['US'],1995-12-29,168841459,129,"['en', 'fr']",Released,The future is history.,Twelve Monkeys,False,7.596,7444,"['Universal Pictures', 'Atlas Entertainment', 'Classico']","['US', 'US', '']"
False,/9aCRXFWT1rd1nZDcEtWILKb2Sap.jpg,0,"['Drama', 'Romance']",,64,tt0287467,es,Hable con ella,Two men share an odd friendship while they care for two women who are both in deep comas.,10.86,/p8ilqBhIT5YnKOf6hBPEVPc8uGS.jpg,"['ES', 'US']",2002-03-15,64803131,112,['es'],Released,,Talk to Her,False,7.6,1114,"['Vía Digital', 'Good Machine', 'El Deseo', 'Atresmedia', 'Sony Pictures Classics', 'Warner Bros. Entertainment España']","['ES', 'US', 'ES', 'ES', 'US', 'ES']"
False,/bfccQmQWNFQYRv4PHgCnjDu7PXn.jpg,41000000,"['Drama', 'Music']",https://www.uphe.com/movies/8-mile,65,tt0298203,en,8 Mile,"For Jimmy Smith, Jr., life is a daily fight just to keep hope alive. Feeding his dreams in Detroit's vibrant music scene, Jimmy wages an extraordinary personal struggle to find his own voice - and earn a place in a world where rhymes rule, legends are born and every moment… is another chance.",31.116,/7BmQj8qE1FLuLTf7Xjf9sdIHzoa.jpg,"['DE', 'US']",2002-11-08,242875078,111,['en'],Released,Every Moment Is Another Chance,8 Mile,False,7.126,6465,"['Mikona Productions GmbH & Co. KG', 'Imagine Entertainment']","['DE', 'US']"
False,/n7U0FEirHej1yQIy2mAzDtF9wBz.jpg,50000000,"['Crime', 'Drama', 'Action']",,66,tt0118548,en,Absolute Power,"A master thief coincidentally is robbing a house where a murder—in which the President of The United States is involved—occurs in front of his eyes. He is forced to run, while holding evidence that could convict the President.",12.155,/xX9gmwtnTi0Y8WcTF7Jsg9Hdp6W.jpg,['US'],1997-02-14,50068310,121,"['en', 'es']",Released,Corrupts Absolutely.,Absolute Power,False,6.642,912,"['Castle Rock Entertainment', 'Malpaso Productions']","['US', 'US']"
False,/pIESejTZpHXvc6SF0LuQWpJIUD2.jpg,2000000,"['Thriller', 'Crime', 'Drama']",http://wip.warnerbros.com/paradisenow/,67,tt0445620,en,Paradise Now,Two childhood friends are recruited for a suicide bombing in Tel Aviv.,7.4,/qWZkYa8VdcDZk8uzRB2PfhpM9IL.jpg,"['FR', 'DE', 'NL', 'PS']",2005-09-07,3395627,90,"['ar', 'en']",Released,"From the most unexpected place, come a new call for peace",Paradise Now,False,6.941,219,"['Eurimages', 'Lama Films', 'Augustus Film', 'Lama Productions', 'Lumer Films', 'Filmstiftung Nordrhein-Westfalen', 'Razor Film Produktion', 'Nederlands Fonds voor de Film', 'ARTE France Cinéma', 'Medienboard Berlin-Brandenburg', 'Hazazah Pictures']","['FR', 'PS', '', '', '', 'DE', 'DE', 'NL', 'FR', 'DE', 'NL']"
False,/ziRWOYnl6e2JUaHYmFLR1kfcECM.jpg,15000000,"['Comedy', 'Science Fiction']",,68,tt0088846,en,Brazil,"Low-level bureaucrat Sam Lowry escapes the monotony of his day-to-day life through a recurring daydream of himself as a virtuous hero saving a beautiful damsel. Investigating a case that led to the wrongful arrest and eventual death of an innocent man instead of wanted terrorist Harry Tuttle, he meets the woman from his daydream, and in trying to help her gets caught in a web of mistaken identities, mindless bureaucracy and lies.",14.861,/d0PibPzCK4fVikjoD1PqHovbvkt.jpg,"['GB', 'US']",1985-02-20,9900000,143,['en'],Released,It's only a state of mind.,Brazil,False,7.683,2915,['Embassy International Pictures'],['US']
False,/pMBKzEotLUzk3NuQiyVjZEDlH70.jpg,28000000,"['Drama', 'Music', 'Romance']",,69,tt0358273,en,Walk the Line,"A chronicle of country music legend Johnny Cash's life, from his early days on an Arkansas cotton farm to his rise to fame with Sun Records in Memphis, where he recorded alongside Elvis Presley, Jerry Lee Lewis and Carl Perkins.",17.114,/p8lPTjvjOjTfvC1E9pmMwcF9vkn.jpg,"['DE', 'US']",2005-09-13,186797986,136,"['en', 'ru']",Released,Love is a burning thing.,Walk the Line,False,7.491,2547,"['Mars Media Beteiligungs', 'Tree Line Films', 'Konrad Pictures', 'Catfish Productions', 'Fox 2000 Pictures']","['', 'US', '', 'US', 'US']"
False,/oGMomeS7bE43eN8SGJUaKvQnmud.jpg,30000000,['Drama'],http://www.milliondollarbaby-derfilm.de/,70,tt0405159,en,Million Dollar Baby,"Despondent over a painful estrangement from his daughter, trainer Frankie Dunn isn't prepared for boxer Maggie Fitzgerald to enter his life. But Maggie's determined to go pro and to convince Dunn and his cohort to help her.",22.596,/2ti3l1OeB8G94yyqfAI7nmMZUbA.jpg,['US'],2004-12-15,216763646,132,"['ga', 'en']",Released,"Beyond his silence, there is a past. Beyond her dreams, there is a feeling. Beyond hope, there is a memory. Beyond their journey, there is a love.",Million Dollar Baby,False,7.962,8620,"['Lakeshore Entertainment', 'Malpaso Productions', 'Epsilon Motion Pictures', 'Albert S. Ruddy Productions', 'Warner Bros. Pictures']","['US', 'US', 'CH', '', 'US']"
False,/9B4198IzCI0POkUIVu5yQ2s7Pzr.jpg,5000000,"['Drama', 'Comedy', 'Music']",,71,tt0249462,en,Billy Elliot,County Durham England 1984 the miners strike has started and the police have started coming up from Bethnal Green starting a class war with the lower classes suffering caught in the middle of the conflict is 11-year old Billy Elliot who after leaving his boxing club for the day stubbles upon a ballet class and finds out that he's naturally talented. He practices with his teacher Mrs Wilkinson for an upcoming audition in Newcastle-upon Tyne the audition is for the royal Ballet school in London.,17.844,/nOr5diUZxphmAD3li9aiILyI28F.jpg,"['FR', 'GB', 'US']",2000-09-28,109280263,110,['en'],Released,Inside every one of us is a special talent waiting to come out. The trick is finding it.,Billy Elliot,False,7.6,3471,"['StudioCanal', 'BBC Film', 'Tiger Aspect Productions', 'Arts Council of England', 'Working Title Films', 'WT2 Productions', 'Focus Features', 'Universal Pictures']","['FR', 'GB', 'GB', 'GB', 'GB', '', 'US', 'US']"
False,/9LSsSPbP715XT9B7acIZzantPyX.jpg,20000000,['Drama'],,73,tt0120586,en,American History X,"Derek Vineyard is paroled after serving 3 years in prison for killing two African-American men. Through his brother, Danny Vineyard's narration, we learn that before going to prison, Derek was a skinhead and the leader of a violent white supremacist gang that committed acts of racial crime throughout L.A. and his actions greatly influenced Danny. Reformed and fresh out of prison, Derek severs contact with the gang and becomes determined to keep Danny from going down the same violent path as he did.",29.474,/c2gsmSQ2Cqv8zosqKOCwRS0GFBS.jpg,['US'],1998-07-01,23875127,119,['en'],Released,Some Legacies Must End.,American History X,False,8.355,10370,"['New Line Cinema', 'Savoy Pictures', 'The Turman-Morrissey Company']","['US', '', '']"
False,/nH6hPhJq3EEv9CnBZgXU3IQnpJo.jpg,132000000,"['Adventure', 'Thriller', 'Science Fiction']",https://amblin.com/movie/war-of-the-worlds/,74,tt0407304,en,War of the Worlds,"Ray Ferrier is a divorced dockworker and less-than-perfect father. Soon after his ex-wife and her new husband drop off his teenage son and young daughter for a rare weekend visit, a strange and powerful lightning storm touches down.",48.018,/6Biy7R9LfumYshur3YKhpj56MpB.jpg,['US'],2005-06-28,603873119,117,['en'],Released,They're already here.,War of the Worlds,False,6.493,7481,"['Paramount', 'Amblin Entertainment', 'Cruise/Wagner Productions', 'DreamWorks Pictures']","['US', 'US', 'US', 'US']"
False,/ELsTifJ2lu4vsMhoHeZ5EnncHw.jpg,70000000,"['Comedy', 'Fantasy', 'Science Fiction']",https://www.warnerbros.com/movies/mars-attacks/,75,tt0116996,en,Mars Attacks!,"A fleet of Martian spacecraft surrounds the world's major cities and all of humanity waits to see if the extraterrestrial visitors have, as they claim, ""come in peace."" U.S. President James Dale receives assurance from science professor Donald Kessler that the Martians' mission is a friendly one. But when a peaceful exchange ends in the total annihilation of the U.S. Congress, military men call for a full-scale nuclear retaliation.",21.051,/hll4O5vSAfnZDb6JbnP06GPtz7b.jpg,['US'],1996-12-12,101371017,106,"['en', 'fr']",Released,Nice planet. We'll take it!,Mars Attacks!,False,6.394,4864,"['Tim Burton Productions', 'Warner Bros. Pictures']","['', 'US']"
False,/qA2TyqPldTtoTVY3LKrNIG5g6bH.jpg,2500000,"['Drama', 'Romance']",https://www.warnerbros.com/movies/sunrise,76,tt0112471,en,Before Sunrise,"A young man and woman meet on a train in Europe, and wind up spending one evening together in Vienna. Unfortunately, both know that this will probably be their only night together.",22.325,/kf1Jb1c2JAOqjuzA3H4oDM263uB.jpg,"['AT', 'CH', 'US']",1995-01-27,5987386,101,"['en', 'de', 'fr']",Released,Can the greatest romance of your life last only one night?,Before Sunrise,False,7.968,3547,"['Castle Rock Entertainment', 'Filmhaus Films', 'Detour Filmproduction']","['US', 'AT', 'US']"
False,/q2CtXYjp9IlnfBcPktNkBPsuAEO.jpg,9000000,"['Mystery', 'Thriller']",,77,tt0209144,en,Memento,"Leonard Shelby is tracking down the man who raped and murdered his wife. The difficulty of locating his wife's killer, however, is compounded by the fact that he suffers from a rare, untreatable form of short-term memory loss. Although he can recall details of life before his accident, Leonard cannot remember what happened fifteen minutes ago, where he's going, or why.",26.159,/yuNs09hvpHVU1cBTCAk9zxsL2oW.jpg,['US'],2000-10-11,39723096,113,['en'],Released,Some memories are best forgotten.,Memento,False,8.19,13260,"['Summit Entertainment', 'Newmarket Capital Group', 'Team Todd', 'I Remember Productions']","['US', 'US', '', '']"
False,/eIi3klFf7mp3oL5EEF4mLIDs26r.jpg,28000000,"['Science Fiction', 'Drama', 'Thriller']",http://www.warnerbros.com/blade-runner,78,tt0083658,en,Blade Runner,"In the smog-choked dystopian Los Angeles of 2019, blade runner Rick Deckard is called out of retirement to terminate a quartet of replicants who have escaped to Earth seeking their creator for a way to extend their short life spans.",44.364,/63N9uy8nd9j7Eog2axPQ8lbr3Wj.jpg,"['US', 'HK', 'GB']",1982-06-25,41722424,118,"['en', 'de', 'cn', 'ja', 'hu']",Released,Man has made his match... now it's his problem.,Blade Runner,False,7.934,12371,"['Shaw Brothers', 'The Ladd Company', 'Warner Bros. Pictures']","['HK', 'US', 'US']"
False,/jDz6RYN3nKYtlo7J9IMvGoJit7B.jpg,31000000,"['Drama', 'Adventure', 'Action', 'History']",,79,tt0299977,zh,英雄,One man defeated three assassins who sought to murder the most powerful warlord in pre-unified China.,18.519,/vxgZto2Cz7ILHAlmRXt50I2brB2.jpg,['CN'],2002-07-22,177394432,99,['zh'],Released,One man's strength will unite an empire.,Hero,False,7.507,1950,"['Beijing New Picture Film Co. Ltd.', 'China Film Co-Production Corporation', 'Miramax']","['', '', 'US']"
False,/zwgDZw9dyrgkYz2RCOb2HvUDlt2.jpg,2700000,"['Drama', 'Romance']",https://www.warnerbros.com/movies/sunset,80,tt0381681,en,Before Sunset,"Nine years later, Jesse travels across Europe giving readings from a book he wrote about the night he spent in Vienna with Celine. After his reading in Paris, Celine finds him, and they spend part of the day together before Jesse has to again leave for a flight. They are both in relationships now, and Jesse has a son, but as their strong feelings for each other start to return, both confess a longing for more.",16.184,/gycdE1ARByGQcK4fYR2mgpU6OO.jpg,['US'],2004-02-10,15992615,80,"['en', 'fr']",Released,What if you had a second chance with the one that got away?,Before Sunset,False,7.818,2943,"['Warner Independent Pictures (WIP)', 'Castle Rock Entertainment', 'Detour Filmproduction']","['US', 'US', 'US']"
False,/ulVUa2MvnJAjAeRt7h23FFJVRKH.jpg,1000000,"['Adventure', 'Animation', 'Fantasy']",https://movies.disney.com/nausicaa-of-the-valley-of-the-wind,81,tt0087544,ja,風の谷のナウシカ,"After a global war, the seaside kingdom known as the Valley of the Wind remains one of the last strongholds on Earth untouched by a poisonous jungle and the powerful insects that guard it. Led by the courageous Princess Nausicaä, the people of the Valley engage in an epic struggle to restore the bond between humanity and Earth.",27.757,/tcrkfB8SRPQCgwI88hQScua6nxh.jpg,['JP'],1984-03-11,3301446,117,['ja'],Released,A young girl's love called forth miracles…,Nausicaä of the Valley of the Wind,False,7.932,3037,['Topcraft'],['JP']
